location,latitude,longitude
泗村店镇    恒大山水城(西区),39.485925396507206,116.9602596051511
悦来    首地江山赋悦江城 距10号线-悦来1505m,29.7336071449269,106.56293736089668
莲花片区    云南省招考院家属区 距4号线-小菜园站764m,24.884725037412892,102.8207320720356
拉萨火车站    兴旺小区,29.62936247542549,91.076709030189
花溪公园    花溪区人民医院宿舍 距3号线-花溪公园277m,26.439191464638988,106.67855691558948
呼兰城区    顺迈欣郡3期 距2号线-江北大学城1076m,45.879071033281974,126.55054415725532
横泾    兴建小区,45.609239741837875,126.64779911346314
布达拉宫广场    天峰祥和苑,26.869678693431933,100.23760005180283
布达拉宫广场    加措社区,28.784026930087183,87.259505741444
泥城    群峰雅苑,30.89546216203608,121.80697095537812
鱼洞    曦圆江南华都 距3号线-鱼胡路373m,23.782658856616408,114.0322928772599
新螺蛳湾    万科公园里(二期) 距1号线-南部汽车站1144m,24.96550968275435,102.78661972878042
光明    正兆景嘉园 距6号线-楼村站1300m,22.7757063567566,113.92650563569276
杨公桥    俊峰龙凤云洲 距1号线-杨公桥109m,31.288166102970695,121.49620063708187
群力    三松宜家 距3号线-医大一院群力医院799m,30.304217084576504,105.84792149065008
大商汇    未名城(3期),24.987809580206612,102.71448696415018
新华路    三金华都 距6号线-唐家墩930m,34.793893057567836,113.54782307624171
云东海    保利中央公园(中韵二期),34.52554234915723,118.76623060919876
哈西    中海雍景熙岸 距3号线-哈西大街1279m,45.692133035234,126.60190028326107
新牌坊    龙湖西苑锦水苑 距环线-洪湖东路670m,23.21113050507408,113.28615322430515
中闽百汇    泉州五中教工宿舍,24.89146862650609,118.61678085269094
关山    保利时代(北区),30.497010721977198,114.41438130169988
横沥    越秀明珠天悦江湾,23.13526012014849,113.27342648099675
磁各庄    北京城建北京密码(西区),39.68841230489194,116.40310735158062
北站    电大街院,,
哈西    南开华府 距1号线-理工大学1397m,45.71526089145673,126.5982048340541
石桥铺    高柳馨园 距5号线-巴山376m,29.527323551747642,106.47981939784965
火车北站    王旗营万福里小区 距5号线-火车北站700m,40.23723084047673,116.23778913434062
杨家坪    万科西九(一期商住楼) 距18号线-石坪桥402m,29.51261085344824,106.52880238034265
群力    群力新苑(东区) 距3号线-工农大街1069m,31.065807282024956,121.3959244997835
控江路    控江五村 距8号线-延吉中路587m,31.289104143103607,121.52538254072627
大石坝    东原D8公馆 距5号线-大石坝141m,29.57520000297561,106.50039715165158
固戍    臣田开元广场 距12号线-宝田一路850m,22.597232212983137,113.85114346275523
嘉陵道    沱江里 距6号线-宜宾道392m,,
继红    东泰金谷 距1号线-医大一院563m,24.414425844197165,116.21309209530831
布达拉宫广场    嘎玛贡桑住宅区,29.657253391022504,91.15611878809207
乐从    保利天寰 距3号线-大墩989m,22.96418785602284,113.09569556810916
渝北黄泥磅    伟岸摩登堡 距3号线-郑家院子339m,29.60615813899437,106.53675732478364
果园    长城国际 距八通线-通州北苑1488m,39.903923778112734,116.32356949528558
徐泾    西郊家园(青浦) 距2号线-国家会展中心963m,30.963493360390036,121.16018901192187
蔡甸城区    恒瑞佳园 距4号线-临嶂大道383m,30.580548977544872,114.03627202610356
桥南片区    百捷中央公园御府,46.80766769805838,130.3713399506807
傅家坡    佳兆业广场天御(商住楼) 距4号线-梅苑小区711m,29.575904877894363,105.43384081661809
西湖三墩    龙湖紫金上城 距2号线-三墩153m,30.297937002589514,120.10554546522609
祖庙    保利同济府 距广佛线-同济路195m,23.035877066848766,113.12484710901768
马街    融创文旅城归海花园南区,30.975364787050616,103.61598856632013
白龙路片区    巨和美术 距5号线-白龙寺652m,34.015759132808405,108.75259918428566
解放碑    两江嘉苑 距6号线-小什字872m,29.56866074754047,106.59089173005246
安海    翰墨学苑,24.72299352442274,118.48286119781599
余杭三墩    亲亲家园一期 距2号线-墩祥街638m,30.341446924630745,120.09675069496119
人和    同舟世纪苑,29.63310260222568,106.54354546019809
布达拉宫广场    嘉和丽景,41.16511618909607,121.34572422347776
城关    城关,36.0631814753695,103.83147490052859
海伦国际    海伦堡海伦国际海乐荟,47.47043887638964,126.97987750794978
龙华中心区    壹成中心第十区 距4号线-龙华1158m,22.657410791068465,114.0288450908832
闸弄口    同方国际 距4号线-新塘828m,30.29567862123933,120.19753608165317
哈西    壹品新境 距3号线-凯盛源广场1004m,45.71526089145673,126.5982048340541
三森国际家俱城    启航029小区 距2号线-三爻703m,23.319370992623988,113.33294011931865
江岸周边    跃进家园D区 距8号线-中一路1183m,30.645143598635705,114.2799886889297
花果园    花果园B北区 距3号线-松花路451m,26.570062524642587,106.67867953429156
世纪城    金阳世纪城龙泉苑东区 距2号线-百花大道1670m,39.95937024328548,116.28668677782635
太华北路    凤鸣华府(未央) 距8号线-市第三医院站217m,30.338515685933746,103.27490151502873
琉璃厂    东方阳光城(B区) 距6号线-琉三路333m,30.595867682449047,104.10107039763894
李七庄    美域兰庭 距10号线-昌凌路站586m,39.07370975502789,117.15139188884798
区政府    晓风印月公寓 距1号线-滨和路757m,40.15606203259834,116.66728400036311
大江东    兴耀湖境观岚湾 距7号线-启成路1272m,22.554770664607698,114.10155636426167
中山北路    城西环路拓改工程南二区,24.927094789443036,118.59519061874906
堆龙德庆    堆龙德庆,29.651625675009356,91.00996313420868
活力岛    发现岛汇萃商业广场 距4号线-活力岛832m,31.380859390382646,120.6064237294462
淞宝    宝钢五村 距3号线-友谊路951m,31.395758196414494,121.50480775132573
开发区    明怡花苑 距7号线-明星路1034m,35.804963883185884,114.99633702802856
布达拉宫广场    东城金座,39.93482727239599,116.4224009776628
鱼化寨    鸿锦城天逸 距西安高新云巴线-鱼化寨1332m,34.23438167675604,108.85377578302725
九宫庙    中冶城邦国际 距2号线-新山村1782m,29.4823118412674,106.49057471988651
八匹马    富力新天地 距2号线-观山西路719m,23.131151797575086,113.39270752894701
南汇周边    远星铂雅华庭 距16号线-临港大道882m,31.06285224949284,121.79462689021275
工农大街    润园翡翠城 距3号线-工农大街1321m,45.73012605448956,126.57772580402082
柯木塱    柯木塱背坪社下东街小区 距6号线-柯木塱176m,23.200689879269717,113.40427491916464
拉萨火车站    顺通冈仁国际,29.628349680141007,91.09024317048952
绿岛湖    绿岛映月湾花园,30.390452979511394,103.4974403559655
黄河大道    中山尚郡 距1号线-留村1002m,22.5223146707905,113.39942236263188
平湖    融湖中心城(二期) 距10号线-禾花站728m,30.682240998057836,121.02257525525401
吴门桥    东大街241号小区 距5号线-南门站545m,28.174878634729424,113.03531596327593
城关    城关,36.0631814753695,103.83147490052859
城关    罗堆中路,29.655591497678667,91.08467062209075
电视塔    华城国际 距2号线-三爻834m,24.06855845291052,115.63236579009241
大石坝    首创鸿恩国际生活区(三期... 距5号线-大石坝979m,29.57628040080443,106.50026303463899
三森国际家俱城    启航029小区 距2号线-三爻703m,23.319370992623988,113.33294011931865
进港大道    乐昌一二三街自建房 距4号线-大涌680m,25.135591561194918,113.35457868209694
科技路西口    都市春天 距3号线-丈八北路761m,30.114235152277878,119.17770259211345
乐松    南郡凤凰湾 距3号线-肿瘤医院1695m,30.242041098117458,120.26247000561138
纸坊    万科保利联投理想星光,33.73069056927395,105.49379948742562
同乐    中海寰宇珑宸 距14号线-宝龙站1903m,32.253483429739,118.36657942848989
九二路    玉浦花苑(一期),23.459769209297733,116.40461550116099
布达拉宫广场    德吉花园,41.16511618909607,121.34572422347776
丈八北路    鱼化雅苑 距3号线-鱼化寨1383m,34.28535142725812,108.82625781067898
容桂    龙光尚街,,
黄河大道    赵村新村小区 距1号线-留村1283m,31.332681019934736,121.18231921731292
拉萨火车站    锦庭苑世纪城,29.671537311361973,90.97403199178802
沙井    星河荣御 距11号线-马安山1887m,28.702111926799503,115.863089361946
布达拉宫广场    八一北路当巴社区16号院,41.16511618909607,121.34572422347776
车陂    阳华国花苑 距21号线-棠东1947m,23.119957617821548,113.40644792019255
九一路    国泰观邸,34.81681168754865,113.69828053559957
布达拉宫广场    东城金座,39.93482727239599,116.4224009776628
南口    金隅旺合园,40.52905705710416,81.285615734742
钱江世纪城    阳光城檀悦 距7号线-兴议1556m,26.60990794597814,106.63966199380076
布达拉宫广场    尼吉苑小区,41.16511618909607,121.34572422347776
会展城    中天金融城A10组团学海... 距1号线-阳关1331m,30.243064762160113,104.85069448808281
金融高新区    千灯湖C+ 距广佛线-千灯湖652m,39.68181097563757,118.1863173601081
布达拉宫广场    晨曦花园(一期),41.16511618909607,121.34572422347776
布达拉宫广场    兴宝公寓,41.16511618909607,121.34572422347776
大石    洪昌工业路自建房 距3号线-大石823m,22.929324858552793,113.09608803778634
泛亚科技新区    西城林语华郡苑 距4号线-大河梗站550m,39.91812360584148,116.37251358116619
空港新城    爱加欧郡(2期) 距10号线-鹿山1282m,40.111317977255055,116.55039765520193
祈福    祈福缤纷汇 距22号线-市广路785m,22.97853548274284,113.3382957269368
荔城    创基丽江国际(一期-二期... 距21号线-增城广场1223m,25.43975447880629,119.01948169064262
白云公园    东方广场 距2号线-白云中路17m,23.188692433800064,113.2777499355843
果园新村    旭日里,39.22442359090396,117.14340065286177
电视塔    名城雅居 距2号线-电视塔583m,31.062141085248943,121.3991072860359
滇池路片区    岚福苑 距5号线-广福路西口1298m,34.015759132808405,108.75259918428566
莲花片区    云南省招考院家属区 距4号线-小菜园站764m,24.884725037412892,102.8207320720356
鼓楼片区    昆明桃园新村 距2号线-穿心鼓楼449m,25.06013173413451,102.72355598708425
之江度假区    钱塘湾 距6号线-之江文化中心站1809m,30.307422877692797,120.33145825182777
空港    空港圣地 距3号线-空港广场512m,29.74065560229628,106.64265164436753
老余杭    大华海派风范茗园 距5号线-金星1831m,31.112648996870185,121.06100512429308
北滨路    国兴北岸江山(东区) 距9号线-李家坪682m,29.56433671470297,106.51960418107628
布达拉宫广场    德康鑫居,41.16511618909607,121.34572422347776
道里周边    民安小区(道里) 距1号线-西大桥1252m,33.01137317146153,112.57084953919404
电子城    北沈新世纪(南区) 距8号线-山门口站1269m,34.19825481141029,108.90300157751577
南岸区政府    鲁能领秀城一街区(商住楼... 距6号线-茶园1784m,29.499029252740552,106.63743895715595
千灯湖    万科金色领域(商住楼) 距广佛线-礌岗479m,31.389377403569366,121.22579738365695
师大    警苑社区 距2号线-阳明祠191m,31.167917854112982,121.42530995945646
拱墅三墩    都市水乡水滟苑 距2号线-墩祥街643m,30.33871166045002,120.09906077741066
康桥    康和嘉苑 距4号线-平安桥1184m,40.07909807267312,116.44173197325422
钱江世纪城    山水时代大厦 距2号线-钱江世纪城598m,26.60990794597814,106.63966199380076
铜梁城区    东宏时代广场,23.08816223145329,113.2962851223183
花果园    花果园C区 距3号线-花果园505m,30.706157357809133,104.07821849360116
布达拉宫广场    嘎玛贡桑住宅区,29.657253391022504,91.15611878809207
光明    龙光玖龙台(商住楼) 距6号线-凤凰城站478m,22.750382015120227,113.9422959601114
长河    长兴苑小区 距5号线-聚才路1167m,31.38824192933789,121.7178128758851
三棵树    北树小区 距1号线-哈尔滨东站1120m,33.88210526242402,118.2721553922668
西山区政府    昆钢铁合金厂宿舍 距3号线-西部汽车站773m,25.0451810089669,102.66401198603616
城东    润柏大都会(商住楼),36.61197784706617,101.8161126549882
经济开发区    云大知城3期牛津花园 距4号线-羊甫头站1497m,27.44156733215448,112.16743444425771
桐庐城区    滨江嘉品美寓,30.214332950144062,120.21847118139375
布达拉宫广场    八一社区,27.626863325206187,113.85311218911025
布达拉宫广场    海升公寓,41.16511618909607,121.34572422347776
布达拉宫广场    顺通城市花园,41.16511618909607,121.34572422347776
京溪    广信春兰花园 距3号线(北延段)-京溪南方医院279m,22.983796949534813,113.32574424303334
汽博中心    汇祥幸福里,29.648292570114712,106.57927394489575
长安医院    恒隆香樟园 距8号线-市图书馆站1024m,31.047318863258397,121.76974903775832
铜元局    金辉城花样派 距3号线-铜元局1247m,29.53337512732277,106.54668593625995
雁环中路    联盟新城,34.79202453155224,113.73009878625463
东方广场    旭辉公元,43.887267083424334,125.43554751541559
花果园    花果园一期(商住楼) 距3号线-松花路388m,30.706157357809133,104.07821849360116
同心路    云城苑北区,31.02273500357388,121.242087435436
钱江世纪城    滨江观品 距6号线-博览中心站454m,30.214332950144062,120.21847118139375
布达拉宫广场    琅赛花园十区,41.16511618909607,121.34572422347776
石路    利景华庭 距2号线-广济南路342m,31.00305542400317,104.04233325458021
新街    虹云之城 距5号线-姑娘桥775m,30.178107231355934,120.34798599524474
平湖    威凤山庄 距10号线-双拥街站1734m,30.682240998057836,121.02257525525401
布达拉宫广场    翠湖文景居,41.16511618909607,121.34572422347776
大营坡    天誉城 距1号线-南垭路786m,26.667281748641294,106.18427643601177
布达拉宫广场    世邦春天花园,41.16511618909607,121.34572422347776
弹子石    康田龙腾湾,29.59762234138185,106.61057234614185
盐田    佳兆业西山吓庭苑 距8号线-洪安围站755m,22.592810515576634,114.26598642678961
双阳街道    南益刺桐春晓,24.984155798566363,118.65688300725412
北二环西段    荣城名苑 距8号线-大风阁站1192m,31.692975973201513,120.28101022286236
新螺蛳湾    万科公园里(二期) 距1号线-南部汽车站1144m,24.96550968275435,102.78661972878042
桥南片区    万科金域滨江(二期),46.80766769805838,130.3713399506807
江汉周边    焕英里 距1号线-友谊路338m,30.585410371672243,114.28597760193418
大沥    广佛智城天街,23.123668038961373,113.15066872123238
镜湖大道    绿地空港国际中心 距9号线-清塘1212m,23.374006074596977,113.26911973489169
里水    时代家(商住楼),23.186468282822783,113.15994507307808
南湖新区    华颐春天 距2号线-云峰大道506m,26.679527184496713,106.62972996876353
布达拉宫广场    德康鑫居,41.16511618909607,121.34572422347776
火车站    春江花月 距3号线-西三教1255m,37.321127677461426,97.3911088501482
五大花园    双景秀庭 距7号线-龙爪堰622m,45.252994440815336,130.1575312918413
渝北黄泥磅    紫荆商业广场 距6号线-黄泥塝326m,29.5942801295232,106.54758675702504
大学城    北麓国际城(A区),29.59383707333217,106.32088022774963
郭杜    挚信樱花园,34.166041593589824,108.88858080967243
盘龙    盘龙金茂悦(商住楼) 距2号线-大堰村1409m,25.069318033622885,102.73593885904357
鱼洞    华熙LIVE023(商住... 距2号线-鱼洞231m,27.461011717589816,105.15850990840914
市南路口    南岳路5号小区 距2号线-贵钢1502m,31.700442461751415,121.0803817538044
布达拉宫广场    西藏阳光都市,41.16511618909607,121.34572422347776
布达拉宫广场    那曲客运公司驻拉萨退休基...,31.475741799723668,92.05175813451636
曲江四小    裴家埪村安置小区,24.688407846380294,113.61150106464875
西溪    西溪新城市 距19号线-西溪湿地北站1174m,34.272724469532555,108.96739103850439
南屏街片区    青年路357号小区 距2号线-东风广场297m,34.015759132808405,108.75259918428566
布达拉宫广场    蜀园(西区),24.14878739174072,120.67644156464537
辛家庙    天香心苑 距3号线-辛家庙354m,34.32731772535735,109.02736155502829
中央公园    新城朗隽大都会二期璟誉 距9号线-兰桂大道462m,40.08196959964644,116.25386772500262
花果园    花果园R区1区 距3号线-五里冲745m,26.570062524642587,106.67867953429156
南滨路    东原锦悦 距3号线-南坪909m,39.70773634642217,116.32962623035606
拉萨火车站    顿珠金融城融晖园,29.641159087347475,91.10190236753022
大商汇    万达广场国际公寓,24.987809580206612,102.71448696415018
浮桥    中骏四季阳光(商住楼),24.91391332529145,118.56121167386206
沙河    高教大楼 距昌平线-沙河高教园1460m,36.91064259678563,114.55348687432814
临平北    咏翠芳华轩 距9号线-五洲路站716m,30.42321349473682,120.32200969481272
汽博中心    奥林匹克花园红城 距3号线-金渝1345m,29.648292570114712,106.57927394489575
赵陵铺    康太家园,38.106043550432624,114.45899923807497
临平北    顺达花苑东区 距9号线-荷禹路站708m,30.440266801707278,120.2845238550341
布达拉宫广场    阳光花园,41.16511618909607,121.34572422347776
金沙洲    万益广场(一三期),30.01780285777434,106.00752019670803
丁桥    龙湖名景台(公寓住宅) 距3号线-同协路471m,40.03244772529112,116.44446533726
高新区    鑫金花园(昌源北路) 距4号线-海屯路站1907m,30.586452710935603,104.03603182108881
学府大道    万友七季城(B区) 距3号线-六公里669m,29.506260664604923,106.5743653340992
市政府    滇池明珠广场 距1号线-驼峰街480m,40.15606203259834,116.66728400036311
夏园    万科黄埔新城 距13号线-夏园1733m,23.08943525024118,113.52477936938854
花果园    花果园B北区 距3号线-松花路451m,26.570062524642587,106.67867953429156
红旗河沟    帝豪丽都(江北) 距3号线-红旗河沟544m,35.274944500346095,113.90947431692861
布达拉宫广场    世邦拉萨印象,29.65408878639459,91.07893018039223
大商汇    盘龙雅苑六号苑 距5号线-金家河1851m,24.987809580206612,102.71448696415018
星桥    永西洪福雅苑,22.566903409127935,113.89991112141755
五桥    乐居苑,30.774625829174116,108.46580760445892
布达拉宫广场    哈达幸福小区,45.13145986067662,124.86526460812723
南安市区    保利香槟公馆,24.970246122274176,118.421611314605
拉萨火车站    天知雅砻阳光花园,29.631912077651055,91.07140696157921
铁心桥    银杏山庄 距S3号线-铁心桥1354m,31.137841319283652,121.33198482036374
新螺蛳湾    俊发澜湾俊园 距4号线-塔密站1042m,24.96550968275435,102.78661972878042
八匹马    富力新天地 距2号线-观山西路719m,23.131151797575086,113.39270752894701
布达拉宫广场    拉鲁桥自建房,41.16511618909607,121.34572422347776
布达拉宫广场    顺通城市花园,41.16511618909607,121.34572422347776
拉萨火车站    金马国际,29.624990680057984,91.08967238716865
开发区    金珺澜庭(二区) 距2号线-建设三路1469m,35.804963883185884,114.99633702802856
石湾    苹果公馆 距广佛线-季华园549m,27.29295373836466,112.9665329798913
红旗    西美花街小区,35.310135512691105,113.88141583415499
桥北    迎江雅居 距宁天线(S8)-长江大桥北站614m,30.523606587405695,117.08869106255703
科技园    融创玖境国际(商住楼) 距1号线-新寨723m,39.95144483203103,116.44412568794667
新亚洲体育城    万景园 距1号线-星耀路1002m,24.95271919600373,102.77649061551435
省二院    中华绿园 距3号线-市庄218m,43.895959109274344,125.30001504278381
陈村    保利阅江台 距2号线-花卉世界1766m,34.4885221674803,107.2714219458505
丁字沽街    风采里 距1号线-洪湖里1023m,39.173781136025724,117.16653920618779
布达拉宫广场    西藏自治区政协第二生活区,41.16511618909607,121.34572422347776
金融高新区    万科金域中央(商住楼) 距广佛线-金融高新区1771m,39.68181097563757,118.1863173601081
黄河大道    中山尚郡 距1号线-留村1002m,22.5223146707905,113.39942236263188
五角场    怡福苑 距10号线-国权路968m,31.309473543606742,121.53290935276381
